character,ability_type
Vision (Onslaught Reborn) (Earth-616),Intangibility
X'iv (Earth-616),Intangibility
Anya Corazon (Earth-616),Interdimensional_Travelers
Arkon (Earth-616),Interdimensional_Travelers
Axel Asher (Earth-616),Interdimensional_Travelers
Barnell Bohusk (Earth-616),Interdimensional_Travelers
Carmen Cruise (Earth-616),Interdimensional_Travelers
Charles Little Sky (Earth-616),Interdimensional_Travelers
Cindy Moon (Earth-616),Interdimensional_Travelers
Daryll Weathers (Earth-616),Interdimensional_Travelers
Dormammu (Earth-616),Interdimensional_Travelers
Elizabeth Braddock (Earth-616),Interdimensional_Travelers
En Dwi Gast (Earth-616),Interdimensional_Travelers
Eva Bell (Earth-616),Interdimensional_Travelers
Galactus (Earth-616),Interdimensional_Travelers
Gateway (Earth-616),Interdimensional_Travelers
Genis-Vell (Earth-616),Interdimensional_Travelers
Goblyn (Earth-616),Interdimensional_Travelers
Gorr (God Butcher) (Earth-616),Interdimensional_Travelers
Hope Summers (Earth-616),Interdimensional_Travelers
James Scully (Earth-616),Interdimensional_Travelers
Jessica Drew (Earth-616),Interdimensional_Travelers
Laura Dean (Earth-616),Interdimensional_Travelers
Laura Kinney (Earth-616),Interdimensional_Travelers
Michael Hart (Earth-616),Interdimensional_Travelers
Nathan Summers (Earth-616),Interdimensional_Travelers
Nathaniel Richards (Earth-616),Interdimensional_Travelers
Otto Octavius (Earth-616),Interdimensional_Travelers
Owen Reece (Earth-616),Interdimensional_Travelers
Peter Parker (Earth-616),Interdimensional_Travelers
Peter Parker (Kaine) (Earth-616),Interdimensional_Travelers
Quentin Beck (Earth-616),Interdimensional_Travelers
Rita Wayword (Earth-616),Interdimensional_Travelers
Sage (Earth-616),Interdimensional_Travelers
Spider-Mech (Earth-616),Interdimensional_Travelers
Stephen Strange (Earth-616),Interdimensional_Travelers
Thanos (Earth-616),Interdimensional_Travelers
Thor Odinson (Earth-616),Interdimensional_Travelers
Vernon van Dyne (Earth-616),Interdimensional_Travelers
Victor von Doom (Earth-616),Interdimensional_Travelers
Vernon van Dyne (Earth-616),Interdimensional_Travelers
Victor von Doom (Earth-616),Interdimensional_Travelers
Wade Wilson (Loop) (Earth-616),Interdimensional_Travelers
Ash Minnick (Earth-616),Intuitives
Buford Hollis (Earth-616),Intuitives
Desak Sterixian (Earth-616),Intuitives
Douglas Ramsey (Earth-616),Intuitives
Forge (Earth-616),Intuitives
Francis Fanny (Earth-616),Intuitives
James Bradley (Earth-616),Intuitives
Jin Lee (Earth-616),Intuitives
Lachlan Patterson (Earth-616),Intuitives
Laslo Magzel (Earth-616),Intuitives
Lionel Jeffries (Earth-616),Intuitives
Madison Jeffries (Earth-616),Intuitives
Selby (Earth-616),Intuitives
Ziggy Karst (Earth-616),Intuitives
Adam Destine (Earth-616),Invisibility
Alex Wildman (Earth-616),Invisibility
Alisa Tager (Earth-616),Invisibility
Amatsu-Mikaboshi (Earth-616),Invisibility
Aminedi (Earth-616),Invisibility
Andro (Earth-616),Invisibility
Aya Komatsu (Earth-616),Invisibility
Blockers Bots (Hazards) (Earth-616),Invisibility
Carl Rives (Earth-616),Invisibility
Carter Slade (Earth-616),Invisibility
Christine Gallhager (Earth-616),Invisibility
Darick Gallhager (Earth-616),Invisibility
Eileen Harsaw (Earth-616),Invisibility
Fade (Earth-616),Invisibility
Fader (Earth-616),Invisibility
Fatale (Earth-616),Invisibility
ForgetMeNot (Earth-616),Invisibility
Ghost (Earth-616),Invisibility
Gosamyr (Earth-616),Invisibility
Hector Rendoza (Earth-616),Invisibility
Helium (Element) (Earth-616),Invisibility
Integer (Earth-616),Invisibility
Ivan Kragoff (Earth-616),Invisibility
Jahaharel Patel (Earth-616),Invisibility
James Darnell (Earth-616),Invisibility
James Zafar (Earth-616),Invisibility
Jason Wilkes (Earth-616),Invisibility
Jeffrey Garrett (Earth-616),Invisibility
Jormungand (Earth-616),Invisibility
Kevin Tremain (Earth-616),Invisibility
Kl'rt (Earth-616),Invisibility
Leapfrog (Earth-616),Invisibility
Leonard Gade (Earth-616),Invisibility
Marius St. Croix (Earth-616),Invisibility
Marty Mallen (Earth-616),Invisibility
Max Eisenhardt (Earth-616),Invisibility
Mephisto (Earth-616),Invisibility
Monica Rambeau (Earth-616),Invisibility
Ms. Fingers (Earth-616),Invisibility
Naja (Earth-616),Invisibility
Nebulo (Earth-616),Invisibility
Onslaught (Psychic Entity) (Earth-616),Invisibility
Ororo's grandmother (Earth-616),Invisibility
Pagon (Earth-616),Invisibility
Pandora Destine (Earth-616),Invisibility
Parker Robbins (Earth-616),Invisibility
Peter Parker (Kaine) (Earth-616),Invisibility
Prosh (Earth-616),Invisibility
Richard Schlickeisen (Earth-616),Invisibility
Rita Wayword (Earth-616),Invisibility
Samuel Chung (Earth-616),Invisibility
Sappers (Hazards) (Earth-616),Invisibility
Sarah Ryall (Earth-616),Invisibility
Scorchers (Hazards) (Earth-616),Invisibility
Serafina (Earth-616),Invisibility
Stephen Strange (Earth-616),Invisibility
Super Android (Earth-616),Invisibility
Susan Richards (Earth-616),Invisibility
Susan Storm (Onslaught Reborn) (Earth-616),Invisibility
Torran (Earth-616),Invisibility
Uatu (Earth-616),Invisibility
Unam (Earth-616),Invisibility
Vague (Earth-616),Invisibility
Verre (Earth-616),Invisibility
Xavin (Earth-616),Invisibility
Zom (Earth-616),Invisibility
Zona (Deviant) (Earth-616),Invisibility
Alex Wildman (Earth-616),Leaping
Amphibius (Earth-616),Leaping
Ava Peloso (Earth-616),Leaping
Bouncing Betty (Earth-616),Leaping
Brian Talbot (Earth-616),Leaping
Cletus Kasady (Earth-616),Leaping
Crotus (Earth-616),Leaping
Curtis Connors (Earth-616),Leaping
Dezmond Harris (Earth-616),Leaping
Doreen Green (Earth-616),Leaping
Edward Brock (Earth-616),Leaping
Emil Blonsky (Earth-616),Leaping
Francois Le Blanc (Earth-616),Leaping
Frank Oliver (Earth-616),Leaping
Fred MacRae (Earth-616),Leaping
Gazelle (Scratch) (Earth-616),Leaping
Georges Batroc (Earth-616),Leaping
Greenwich Guardian (Earth-616),Leaping
Hardball (Imperial Guard) (Earth-616),Leaping
Hercules (Earth-616),Leaping
Jack Castle (Earth-616),Leaping
Jack Russell (Earth-616),Leaping
Jeff Wilde (Earth-616),Leaping
Jennifer Walters (Earth-616),Leaping
Jun Tenta (Earth-616),Leaping
Lucifer (Quist) (Earth-616),Leaping
Max Farrell (Earth-616),Leaping
Mortimer Toynbee (Clone) (Earth-616),Leaping
Mortimer Toynbee (Earth-616),Leaping
Nick Shelley (Earth-616),Leaping
Otto Octavius (Earth-616),Leaping
Peter Parker (Ben Reilly) (Earth-616),Leaping
Peter Parker (Earth-616),Leaping
Peter Parker (Kaine) (Earth-616),Leaping
Peter Parker (Spidercide) (Earth-616),Leaping
Quincy McIver (Earth-616),Leaping
Rabbit (Earth-616),Leaping
Rabbit-Woman (Earth-616),Leaping
Rebound (Earth-616),Leaping
Robert Baldwin (Earth-616),Leaping
Skaar (Earth-616),Leaping
Thomas Fireheart (Earth-616),Leaping
Tim Holloway (Earth-616),Leaping
Toxin (Klyntar) (Earth-616),Leaping
Vincent Patilio (Earth-616),Leaping
Walter Langkowski (Earth-616),Leaping
Wes Cassady (Earth-616),Leaping
Wundarr (Earth-616),Leaping
Adrian Defoe (Earth-616),Liquid_Form
Bitmap (Earth-616),Liquid_Form
Carl Aalston (Earth-616),Liquid_Form
Cell (Earth-616),Liquid_Form
Cessily Kincaid (Earth-616),Liquid_Form
Dancing Water (Earth-616),Liquid_Form
Deluge (Avatars) (Earth-616),Liquid_Form
Divinity (Heroes Reborn) (Earth-616),Liquid_Form
Eva (Earth-616),Liquid_Form
Eye-Scream (Earth-616),Liquid_Form
Glynis Zarkov (Earth-616),Liquid_Form
John Lopez (Earth-616),Liquid_Form
Lemuel Dorcas (Earth-616),Liquid_Form
Morris Bench (Earth-616),Liquid_Form
Pisces (Ecliptic) (Earth-616),Liquid_Form
Plazm (Earth-616),Liquid_Form
Theodore Slaght (Earth-616),Liquid_Form
Think Tank (Earth-616),Liquid_Form
Torrent (Earth-616),Liquid_Form
Tucker (mutant) (Earth-616),Liquid_Form
Vincente Cimetta (Earth-616),Liquid_Form
Water (Elementals) (Earth-616),Liquid_Form
Zeeshan (Earth-616),Liquid_Form
Aamshed (Earth-616),Magicians
Aaron the Sorcerer (Earth-616),Magicians
Abara and Cadabra (Earth-616),Magicians
Abarac (Earth-616),Magicians
Abigail Harkness (Earth-616),Magicians
Abu Ben Hakim (Earth-616),Magicians
Abyss (Earth-616),Magicians
Adam K'ad-Mon (Earth-616),Magicians
Adria (Earth-616),Magicians
Adversary (Earth-616),Magicians
Aeish (Earth-616),Magicians
Agamotto (Earth-616),Magicians
Agatha Harkness (Earth-616),Magicians
Agent Crimson (Earth-616),Magicians
Ainet (Earth-616),Magicians
Alan Dakor (Earth-616),Magicians
Albert Destine (Earth-616),Magicians
Alder Revery (Earth-616),Magicians
Aleister Kane (Earth-616),Magicians
Alfeo Spinosa (Earth-616),Magicians
Algernon Crowe (Earth-616),Magicians
Amatsu-Mikaboshi (Earth-616),Magicians
Amergin (Earth-616),Magicians
Amora (Earth-616),Magicians
Amora (Heroes Reborn) (Earth-616),Magicians
Ananym (Earth-616),Magicians
Andvari (Earth-616),Magicians
Anneka (Earth-616),Magicians
Anthony Baskerville (Earth-616),Magicians
Anthony Druid (Earth-616),Magicians
Archenemy (Earth-616),Magicians
Ard-Con (Earth-616),Magicians
Ariann Wright (Earth-616),Magicians
Arioch (Earth-616),Magicians
Artabazus (Earth-616),Magicians
Arthur Moore (Earth-616),Magicians
Ashake (Egyptian) (Earth-616),Magicians
Askella (Earth-616),Magicians
Astrid Mordo (Earth-616),Magicians
Astriel (Earth-616),Magicians
Atalis (Earth-616),Magicians
Athena Parthenos (Earth-616),Magicians
Augustyne Phyffe (Earth-616),Magicians
Ayesha of Balobedu (Earth-616),Magicians
Azaziah (Earth-616),Magicians
Azimuth (Earth-616),Magicians
Baba Yaga (Earth-616),Magicians
Balthakk (Earth-616),Magicians
Balthar (Earth-616),Magicians
Bardello (Earth-616),Magicians
Basilio Rez (Earth-616),Magicians
Basilisk (Demon) (Earth-616),Magicians
Bast (Goddess) (Earth-616),Magicians
Bayan (Earth-616),Magicians
Belaric Marcosa (Earth-616),Magicians
Belasco (Earth-616),Magicians
Bellos (Earth-616),Magicians
Benedicto de Vica Severtes (Earth-616),Magicians
Bentley Wittman (Earth-616),Magicians
Bezial (Earth-616),Magicians
Blackagar Boltagon (Skrull) (Earth-616),Magicians
Bombu (Earth-616),Magicians
Borjigin Byambyn Khenbish (Earth-616),Magicians
Bragi (Earth-616),Magicians
Brendan Rathcoole (Earth-616),Magicians
Bres (Earth-616),Magicians
Brian Kornfield (Earth-616),Magicians
Bromagdon (Earth-616),Magicians
Brona (Earth-616),Magicians
Bronwen Gryffn (Earth-616),Magicians
Buel (Earth-616),Magicians
Buka (Earth-616),Magicians
Buri (Earth-616),Magicians
Cagliostro (O-Bengh) (Earth-616),Magicians
Calcabrina (Earth-616),Magicians
Calizuma (Earth-616),Magicians
Carlton Beatrice (Earth-616),Magicians
Carlton Sanders (Earth-616),Magicians
Casiolena (Earth-616),Magicians
Catherine Deshayes (Earth-616),Magicians
Ceranda (Earth-616),Magicians
Chaga (Earth-616),Magicians
Chandu (Earth-616),Magicians
Charles Benton (Earth-616),Magicians
Charles LeJeune (Earth-616),Magicians
Charles Ronalds (Earth-616),Magicians
Chiga (Earth-616),Magicians
Chthon (Earth-616),Magicians
Cigam (Earth-616),Magicians
Clara Knowles (Earth-616),Magicians
Clea (Earth-616),Magicians
Cleolanthe (Earth-616),Magicians
Cloot (Earth-616),Magicians
Clothilde (Earth-616),Magicians
Cody Fleischer (Earth-616),Magicians
Cold Winter (Earth-616),Magicians
Colàbrun (Earth-616),Magicians
Cotton Mather (Earth-616),Magicians
Count Kaoz (Earth-616),Magicians
Crotus (Earth-616),Magicians
Cyndriarr (Earth-616),Magicians
Cynthia von Doom (Earth-616),Magicians
Cyrus Black (Earth-616),Magicians
Daemond (Earth-616),Magicians
Dafydd ap Iowerth (Earth-616),Magicians
Dakimh (Earth-616),Magicians
Dangerous Jinn (Earth-616),Magicians
Daniel Drumm (Earth-616),Magicians
Dara (Hypnotist) (Earth-616),Magicians
Dark Rider (Earth-616),Magicians
Darklore (Earth-616),Magicians
David Alleyne (Earth-616),Magicians
Demon Lords of Stasis (Earth-616),Magicians
Demonicus (Mordo's Apprentice) (Earth-616),Magicians
Django Maximoff (Earth-616),Magicians
Domini (Earth-616),Magicians
Doop (Earth-616),Magicians
Demon Lords of Stasis (Earth-616),Magicians
Demonicus (Mordo's Apprentice) (Earth-616),Magicians
Django Maximoff (Earth-616),Magicians
Domini (Earth-616),Magicians
Doop (Earth-616),Magicians
Dormammu (Earth-616),Magicians
Drom (Asgardian) (Earth-616),Magicians
Ebrok (Earth-616),Magicians
Ecliptic (Earth-616),Magicians
Elata (Earth-616),Magicians
Eleyn (Earth-616),Magicians
Elfqueen (Linnea) (Earth-616),Magicians
Elianne Turac (Earth-616),Magicians
Elizabeth Twoyoungmen (Earth-616),Magicians
Elsie Manning (Earth-616),Magicians
Elspeth Cromwell (Earth-616),Magicians
Emit Erut-Uf (Earth-616),Magicians
Enitharmon (Earth-616),Magicians
Esteban Corazón de Ablo (Earth-616),Magicians
Ethan Domblue (Earth-616),Magicians
Ezekiel Wright (Earth-616),Magicians
F.R. Crozier (Earth-616),Magicians
Fantasia (Earth-616),Magicians
Farallah (Earth-616),Magicians
Felix (Hyboria) (Earth-616),Magicians
Feron (Excalibur) (Earth-616),Magicians
Fetish (Coven) (Earth-616),Magicians
Flame Witch (Earth-616),Magicians
Flaming Star (Earth-616),Magicians
Floyd Mangles (Earth-616),Magicians
Forge (Earth-616),Magicians
Forsung (Earth-616),Magicians
Foundry (Blood) (Earth-616),Magicians
Frank Brukner (Earth-616),Magicians
Gazelle (Scratch) (Earth-616),Magicians
Gervasse (Earth-616),Magicians
Ghazandi (Earth-616),Magicians
Gideon Blaine (Earth-616),Magicians
Glitternight (Earth-616),Magicians
Glynis Zarkov (Earth-616),Magicians
Gomurr (Earth-616),Magicians
Gonar (Earth-616),Magicians
Gravemoss (Earth-616),Magicians
Green Myrrdin (Earth-616),Magicians
Gregory Belial (Earth-616),Magicians
Griefsavor (Earth-616),Magicians
Gris Gris (Earth-616),Magicians
Grithstane (Earth-616),Magicians
Grylak (Earth-616),Magicians
Gudrun Tyburn (Earth-616),Magicians
Harold Bough (Earth-616),Magicians
Harriet Homerstone (Earth-616),Magicians
Harvey Schlemerman (Earth-616),Magicians
Hecate (Earth-616),Magicians
Heinrich Krowler (Earth-616),Magicians
Heka-Nut (Earth-616),Magicians
Hela (Earth-616),Magicians
Hiram Shaw (Earth-616),Magicians
Hiroim (Earth-616),Magicians
Hiromitsu (Earth-616),Magicians
Hoggoth (Earth-616),Magicians
Holi (Earth-616),Magicians
Holly LaDonna (Earth-616),Magicians
Ian Fate (Earth-616),Magicians
Ian McNee (Earth-616),Magicians
Ichabod Rasputin (Earth-616),Magicians
Igron (Earth-616),Magicians
Ikonn (Earth-616),Magicians
Illyana Rasputina (Earth-616),Magicians
Ilya Zarkov (Earth-616),Magicians
Imhotep (Demon) (Earth-616),Magicians
Iranda (Earth-616),Magicians
Iskelior (Earth-616),Magicians
Jack Holyoak (Earth-616),Magicians
Jacob Roark (Earth-616),Magicians
James Madrox (Earth-616),Magicians
James Mandarin (Earth-616),Magicians
James Marks (Earth-616),Magicians
Jarakk (Earth-616),Magicians
Jean-Pierre Beaubier (Earth-616),Magicians
Jebediah Fate (Earth-616),Magicians
Jeesala (Earth-616),Magicians
Jennifer Kale (Earth-616),Magicians
Jericho Drumm (Earth-616),Magicians
Jimaine Szardos (Earth-616),Magicians
Joe Cooke (Earth-616),Magicians
Jon Kasiya (Earth-616),Magicians
Jormungand (Earth-616),Magicians
Joshua Ayers (Earth-616),Magicians
Joshua Pryce (Earth-616),Magicians
Jules St. Thomas (Earth-616),Magicians
Julian Phyffe (Earth-616),Magicians
Julius Dupree (Earth-616),Magicians
Kaballa (Earth-616),Magicians
Kaecilius (Earth-616),Magicians
Kaluu (Earth-616),Magicians
Karl Mordo (Earth-616),Magicians
Karnilla (Earth-616),Magicians
Katinka (Earth-616),Magicians
Kelsey Leigh (Earth-616),Magicians
Kenneth Ward (Earth-616),Magicians
Khalid Inshallah (Earth-616),Magicians
Khan (Earth-616),Magicians
Khor (Earth-616),Magicians
Khordes (Earth-616),Magicians
Khult (Earth-616),Magicians
Kimberly Vesco (Earth-616),Magicians
Kiri Shamara (Earth-616),Magicians
Kiskillilla (Earth-616),Magicians
Klobok (Earth-616),Magicians
Klonus (Earth-616),Magicians
Krakkan (Earth-616),Magicians
Kropotkin the Great (Earth-616),Magicians
Kulan Gath (Earth-616),Magicians
Kura (Earth-616),Magicians
Khordes (Earth-616),Magicians
Khult (Earth-616),Magicians
Kimberly Vesco (Earth-616),Magicians
Kiri Shamara (Earth-616),Magicians
Kiskillilla (Earth-616),Magicians
Klobok (Earth-616),Magicians
Klonus (Earth-616),Magicians
Krakkan (Earth-616),Magicians
Kropotkin the Great (Earth-616),Magicians
Kulan Gath (Earth-616),Magicians
Kura (Earth-616),Magicians
Kyllian Boddicker (Earth-616),Magicians
Lamar Plotnick (Earth-616),Magicians
Lashina Maximoff (Earth-616),Magicians
LaVoisin (Earth-616),Magicians
Layla Miller (Earth-616),Magicians
Lee Guardineer (Earth-616),Magicians
Lilia Calderu (Earth-616),Magicians
Llan (Earth-616),Magicians
Locksmith (Earth-616),Magicians
Loki Laufeyson (Earth-616),Magicians
Lord Nekron (Earth-616),Magicians
Lords of Wyrd (Earth-616),Magicians
Lorelei (Asgardian) (Earth-616),Magicians
Lucas Telling-Stone (Earth-616),Magicians
Lucian Aster (Earth-616),Magicians
Lucifer (Lightbearer) (Earth-616),Magicians
M'Gumbu (Earth-616),Magicians
M'ryn (Earth-616),Magicians
Ma Mayhem (Earth-616),Magicians
Madam Swabada (Earth-616),Magicians
Madelyne Pryor (Earth-616),Magicians
Magar the Mystic (Earth-616),Magicians
Aged Genghis (Earth-616),Magicians
Magician (Guardineer) (Earth-616),Magicians
Magique (Earth-616),Magicians
Magister Miracle (Earth-616),Magicians
Magnir (Earth-616),Magicians
Magnum (Elementals) (Earth-616),Magicians
Magnus (Sorcerer) (Earth-616),Magicians
Mahatma Doom (Earth-616),Magicians
Mairi (Earth-616),Magicians
Malachi (Earth-616),Magicians
Malcolm Drake (Earth-616),Magicians
Manuel Diego (Earth-616),Magicians
Marandi Sjorokker (Earth-616),Magicians
Marduk Kurios (Earth-616),Magicians
Margali Szardos (Earth-616),Magicians
Maria Russoff (Earth-616),Magicians
Marie Laveau (Earth-616),Magicians
Martin Preston (Earth-616),Magicians
Mattie Baptiste (Earth-616),Magicians
Mechamage (Earth-616),Magicians
Medico Mistico (Earth-616),Magicians
Megan Daemon (Earth-616),Magicians
Megan Gwynn (Earth-616),Magicians
Meggan Puceanu (Earth-616),Magicians
Mephisto (Earth-616),Magicians
Meruda (Earth-616),Magicians
Miarka (Earth-616),Magicians
Michael Twoyoungmen (Earth-616),Magicians
Michele Argento (Earth-616),Magicians
Miguel Legar (Earth-616),Magicians
Mister Jip (Earth-616),Magicians
Mister Magic (Earth-616),Magicians
Modred (Earth-616),Magicians
Mogul of the Mystic Mountain (Earth-616),Magicians
Moli (Earth-616),Magicians
Monako (Earth-616),Magicians
Monk Theppie (Earth-616),Magicians
Moondark (Earth-616),Magicians
Morgan le Fay (Earth-616),Magicians
Moridun (Earth-616),Magicians
Mortigan Goth (Earth-616),Magicians
Morwen (Earth-616),Magicians
Most High One (Earth-616),Magicians
Mother-of-Pain (Earth-616),Magicians
Moudini (Earth-616),Magicians
Mrs. Gwynn (Earth-616),Magicians
Munnopor (Earth-616),Magicians
Muro (Earth-616),Magicians
Myraddin of Ruta (Earth-616),Magicians
Mystic (Earth-616),Magicians
Mysto the Magician (Earth-616),Magicians
N'Astirh (Earth-616),Magicians
Nahita (Earth-616),Magicians
Nathaniel Great Owl (Earth-616),Magicians
Navid Hassan (Earth-616),Magicians
Naze (Earth-616),Magicians
Necrodamus (Earth-616),Magicians
